"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z1c928n0","","1885 to 1899 (Indices, vol. 01)","","","Havana (Cuba)","vol. 01","","1885-1899","1885/1899","spa","text","index","213 pages","","El Fígaro Indices 1885-1899, Volume 1","Biblioteca Nacional de Cuba José Martí","copyrighted","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_indices_1885_1899_tomo01_vol1","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c928n0%2Fj53yoqbmg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c928n0/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z17j1hvc","","1885 to 1899 (Indices, vol. 02)","","","Havana (Cuba)","vol. 02","","1885-1899","1885/1899","spa","text","index","253 pages","","El Fígaro Indices 1885-1899, Volume 2","Biblioteca Nacional de Cuba José Martí","copyrighted","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_indices_1885_1899_tomo01_vol2","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17j1hvc%2FeEdamuNIs","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17j1hvc/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1qg8s2p","","1885-07-23 (vol. 01, no. 01)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 01","1885-07-23","1885-07-23","spa","text","newspapers","10 pages","20.5 x 30 cm","El Fígaro 1885-07-23","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850723","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg8s2p%2FxfgyU2cxK","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qg8s2p/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1kq818f","","1885-07-30 (vol. 01, no. 02)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 02","1885-07-30","1885-07-30","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-07-30","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850730","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq818f%2Fg6fykbmGB","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kq818f/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1fz78mm","","1885-08-06 (vol. 01, no. 03)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 03","1885-08-06","1885-08-06","spa","text","newspapers","10 pages","20.5 x 30 cm","El Fígaro 1885-08-06","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850806","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fz78mm%2FqfdWxsfF0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fz78mm/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1b66hxn","","1885-08-13 (vol. 01, no. 04)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 04","1885-08-13","1885-08-13","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-08-13","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850813","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b66hxn%2Ft3Wm3s9gB","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b66hxn/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z16j4gmn","","1885-08-20 (vol. 01, no. 05)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 05","1885-08-20","1885-08-20","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-08-20","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850820","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16j4gmn%2F1srM5OXPY","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16j4gmn/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z12s3qwx","","1885-08-27 (vol. 01, no. 06)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 06","1885-08-27","1885-08-27","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-08-27","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850827","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12s3qwx%2FmMPHk0d5Q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12s3qwx/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1z137bf","","1885-09-04 (vol. 01, no. 07)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 07","1885-09-04","1885-09-04","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-09-04","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850904","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z137bf%2FotrEMUu8q","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z137bf/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1t82gmq","","1885-09-10 (vol. 01, no. 08)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 08","1885-09-10","1885-09-10","spa","text","newspapers","6 pages","20.5 x 30 cm","El Fígaro 1885-09-10","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","En el ejemplar físico solo está hasta la página 6","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850910","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t82gmq%2FidLylHYlP","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t82gmq/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1ph1qt3","","1885-09-17 (vol. 01, no. 09)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 09","1885-09-17","1885-09-17","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-09-17","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850917","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ph1qt3%2FgHZgMUEOP","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ph1qt3/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1jr1052","","1885-09-24 (vol. 01, no. 10)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 10","1885-09-24","1885-09-24","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-09-24","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18850924","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jr1052%2F90BAfMIVb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jr1052/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1f28xtk","","1885-10-08 (vol. 01, no. 12)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 12","1885-10-08","1885-10-08","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-10-08","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851008","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f28xtk%2F7xj0t5zqZ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f28xtk/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1998660","","1885-10-15 (vol. 01, no. 13)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 13","1885-10-15","1885-10-15","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-10-15","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851015","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1998660%2Fy9Io9jqn3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1998660/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z15j7fg8","","1885-10-22 (vol. 01, no. 14)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 14","1885-10-22","1885-10-22","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-10-22","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851022","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15j7fg8%2FD2n0OivgI","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15j7fg8/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z11s6prj","","1885-10-29 (vol. 01, no. 15)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 15","1885-10-29","1885-10-29","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-10-29","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851029","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11s6prj%2FI9YRwjRmW","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11s6prj/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1x16662","","1885-11-05 (vol. 01, no. 16)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 16","1885-11-05","1885-11-05","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-11-05","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851105","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x16662%2FfJ0Ok759i","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x16662/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1s85fgb","","1885-11-12 (vol. 01, no. 17)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 17","1885-11-12","1885-11-12","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-11-12","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851112","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s85fgb%2Fps9L7mHCi","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s85fgb/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1nh4pvz","","1885-11-19 (vol. 01, no. 18)","","Impr. El Figaro","Havana (Cuba)","vol. 01","no. 18","1885-11-19","1885-11-19","spa","text","newspapers","8 pages","20.5 x 30 cm","El Fígaro 1885-11-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18851119","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nh4pvz%2FVTsfz8KOP","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nh4pvz/manifest"
