"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z1zd8268","","1907-11-03 (vol. 23, no. 44)","","","Havana (Cuba)","vol. 23","no. 44","1907-11-03","1907-11-03","spa","text","newspapers","13 pages","","El Fígaro 1907-11-03","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071103","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd8268%2FpGbey74zZ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zd8268/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1tn79f3","","1907-11-10 (vol. 23, no. 45)","","","Havana (Cuba)","vol. 23","no. 45","1907-11-10","1907-11-10","spa","text","newspapers","13 pages","","El Fígaro 1907-11-10","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071110","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn79f3%2F1xdya0AtQ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tn79f3/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1pw6jqc","","1907-11-17 (vol. 23, no. 46)","","","Havana (Cuba)","vol. 23","no. 46","1907-11-17","1907-11-17","spa","text","newspapers","13 pages","","El Fígaro 1907-11-17","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071117","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pw6jqc%2FC18PU9SWE","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pw6jqc/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1k45sx2","","1907-11-24 (vol. 23, no. 47)","","","Havana (Cuba)","vol. 23","no. 47","1907-11-24","1907-11-24","spa","text","newspapers","13 pages","","El Fígaro 1907-11-24","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071124","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k45sx2%2FLIaRh7UEH","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k45sx2/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1fg3rnh","","1907-12-01 (vol. 23, no. 48)","","","Havana (Cuba)","vol. 23","no. 48","1907-12-01","1907-12-01","spa","text","newspapers","13 pages","","El Fígaro 1907-12-01","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071201","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fg3rnh%2FtH9fuhyc3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fg3rnh/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z19q30x5","","1907-12-08 (vol. 23, no. 49)","","","Havana (Cuba)","vol. 23","no. 49","1907-12-08","1907-12-08","spa","text","newspapers","13 pages","","El Fígaro 1907-12-08","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071208","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19q30x5%2F16gmD6wXC","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19q30x5/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z15z285d","","1907-12-15 (vol. 23, no. 50)","","","Havana (Cuba)","vol. 23","no. 50","1907-12-15","1907-12-15","spa","text","newspapers","13 pages","","El Fígaro 1907-12-15","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071215","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15z285d%2FEvT7si0hS","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15z285d/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1261hgf","","1907-12-22 (vol. 23, no. 51)","","","Havana (Cuba)","vol. 23","no. 51","1907-12-22","1907-12-22","spa","text","newspapers","13 pages","","El Fígaro 1907-12-22","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071222","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1261hgf%2FH4jZ1rhbv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1261hgf/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1xf10x7","","1907-12-29 (vol. 23, no. 52)","","","Havana (Cuba)","vol. 23","no. 52","1907-12-29","1907-12-29","spa","text","newspapers","12 pages","","El Fígaro 1907-12-29","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19071229","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xf10x7%2FBcPXaDCdQ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xf10x7/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1sp087c","","1908-01-05 (vol. 24, no. 01)","","","Havana (Cuba)","vol. 24","no. 01","1908-01-05","1908-01-05","spa","text","newspapers","13 pages","","El Fígaro 1908-01-05","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_19080105","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sp087c%2FtEuK0a8jy","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sp087c/manifest"
