"Object Type","Parent ARK","Item ARK","File Name","Title","AltTitle.other","Publisher.publisherName","Place of origin","volume","issue","Date.created","Date.normalized","Language","Type.typeOfResource","Genre","Format.extent","Format.dimensions","Title -old","Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Contents note","Subject topic","viewingHint","Program","Item Sequence","Visibility","Local identifier","Thumbnail","IIIF Manifest URL"
"Work","ark:/21198/z1v79htf","ark:/21198/z1ck8cn8","","1896-04-12 (vol. 12, no. 14)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 14","1896-04-12","1896-04-12","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-04-12","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960412","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck8cn8%2F1BNvxQApZ","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ck8cn8/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z17t7mxj","","1896-04-19 (vol. 12, no. 15)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 15","1896-04-19","1896-04-19","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-04-19","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960419","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17t7mxj%2Fm9IfpY4Ji","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17t7mxj/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1455kpr","","1896-04-26 (vol. 12, no. 16)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 16","1896-04-26","1896-04-26","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-04-26","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960426","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1455kpr%2FE62xQdUsn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1455kpr/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z10d4v0w","","1896-05-03 (vol. 12, no. 17)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 17","1896-05-03","1896-05-03","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-05-03","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960503","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10d4v0w%2FtjDMtL4oG","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10d4v0w/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1vn4bhk","","1896-05-17 (vol. 12, no. 18)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 18","1896-05-17","1896-05-17","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-05-17","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960517","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vn4bhk%2FlETqBnfjX","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vn4bhk/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1qw3ksv","","1896-05-24 (vol. 12, no. 19)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 19","1896-05-24","1896-05-24","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-05-24","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960524","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qw3ksv%2FURrLEFd1a","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qw3ksv/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1m42v0z","","1896-05-31 (vol. 12, no. 20)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 20","1896-05-31","1896-05-31","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-05-31","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960531","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m42v0z%2FjB6kpXJBB","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m42v0z/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1gc238m","","1896-06-07 (vol. 12, no. 21)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 21","1896-06-07","1896-06-07","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-06-07","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960607","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gc238m%2F1JJrVX7mD","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gc238m/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z1bm1bkb","","1896-06-14 (vol. 12, no. 22)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 22","1896-06-14","1896-06-14","spa","text","newspapers","14 pages","25.5 x 34 cm","El Fígaro 1896-06-14","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960614","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bm1bkb%2FRE5HeBeZe","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bm1bkb/manifest"
"Work","ark:/21198/z1v79htf","ark:/21198/z16x997b","","1896-06-21 (vol. 12, no. 23)","","Impr. El Figaro","Havana (Cuba)","vol. 12","no. 23","1896-06-21","1896-06-21","spa","text","newspapers","16 pages","25.5 x 34 cm","El Fígaro 1896-06-21","Biblioteca Nacional de Cuba José Martí","unknown","published","http://www.bnjm.cu, portal@bnjm.cu","","Cuban literature--Periodicals|~|Cuba--Intellectual life--Periodicals|~|Sports--Cuba--Periodicals","paged","International Digital Ephemera Project","","open","bncjm_elfigaro_18960621","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x997b%2FpTiirVqCG","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x997b/manifest"
