"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1p02bnh","1963-04-11 (vol. 25, no. 87)","","","","ihc_hoy_19630411","Havana (Cuba)","vol .25|~|no. 87","1963-04-11","1963-04-11","ihc_hoy_19630411.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 85)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p02bnh/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18q03j1","1963-04-12 (vol .25, no. 88) Segunda Edición","","","","ihc_hoy_19630412_segunda","Havana (Cuba)","vol .25|~|no. 88","1963-04-12","1963-04-12","ihc_hoy_19630412_segunda.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 86)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18q03j1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1dg0v7x","1963-04-12 (vol. 25, no. 88)","","","","ihc_hoy_19630412","Havana (Cuba)","vol .25|~|no. 88","1963-04-12","1963-04-12","ihc_hoy_19630412.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 86)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dg0v7x/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1158m1v","1963-04-14 (vol .25, no. 89) Segunda Edición","","","","ihc_hoy_19630414_segunda","Havana (Cuba)","vol .25|~|no. 89","1963-04-14","1963-04-14","ihc_hoy_19630414_segunda.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 87)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1158m1v/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z14x9bs9","1963-04-14 (vol. 25, no. 89)","","","","ihc_hoy_19630414","Havana (Cuba)","vol .25|~|no. 89","1963-04-14","1963-04-14","ihc_hoy_19630414.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 87)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x9bs9/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rr627j","1963-04-16 (vol .25, no. 90) Segunda Edición","","","","ihc_hoy_19630416_segunda","Havana (Cuba)","vol .25|~|no. 90","1963-04-16","1963-04-16","ihc_hoy_19630416_segunda.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 88)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr627j/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1wd83jj","1963-04-16 (vol. 25, no. 90)","","","","ihc_hoy_19630416","Havana (Cuba)","vol .25|~|no. 90","1963-04-16","1963-04-16","ihc_hoy_19630416.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 88)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd83jj/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1h74jtv","1963-04-17 (vol .25, no. 91) Segunda Edición","","","","ihc_hoy_19630417_segunda","Havana (Cuba)","vol .25|~|no. 91","1963-04-17","1963-04-17","ihc_hoy_19630417_segunda.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 89)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h74jtv/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1n059k1","1963-04-17 (vol. 25, no. 91)","","","","ihc_hoy_19630417","Havana (Cuba)","vol .25|~|no. 91","1963-04-17","1963-04-17","ihc_hoy_19630417.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 89)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n059k1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z17q32dn","1963-04-18 (vol .25, no. 92) Segunda Edición","","","","ihc_hoy_19630418_segunda","Havana (Cuba)","vol .25|~|no. 92","1963-04-18","1963-04-18","ihc_hoy_19630418_segunda.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 90)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q32dn/manifest"
