"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1xq17pr","1952-05-11 (vol. 15, no. 113)","","","","ihc_hoy_19520511","Havana (Cuba)","vol. 15|~|no. 113","1952-05-11","1952-05-11","ihc_hoy_19520511.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xq17pr/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1sz0gz1","1952-05-13 (vol. 15, no. 114)","","","","ihc_hoy_19520513","Havana (Cuba)","vol. 15|~|no. 114","1952-05-13","1952-05-13","ihc_hoy_19520513.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sz0gz1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1p59r9c","1952-05-14 (vol. 15, no. 115)","","","","ihc_hoy_19520514","Havana (Cuba)","vol. 15|~|no. 115","1952-05-14","1952-05-14","ihc_hoy_19520514.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p59r9c/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1jd90k1","1952-05-15 (vol. 15, no. 116)","","","","ihc_hoy_19520515","Havana (Cuba)","vol. 15|~|no. 116","1952-05-15","1952-05-15","ihc_hoy_19520515.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd90k1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1dn87tv","1952-05-16 (vol. 15, no. 117)","","","","ihc_hoy_19520516","Havana (Cuba)","vol. 15|~|no. 117","1952-05-16","1952-05-16","ihc_hoy_19520516.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn87tv/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18w7h23","1952-05-17 (vol. 15, no. 118)","","","","ihc_hoy_19520517","Havana (Cuba)","vol. 15|~|no. 118","1952-05-17","1952-05-17","ihc_hoy_19520517.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w7h23/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1546rc4","1952-05-18 (vol. 15, no. 119)","","","","ihc_hoy_19520518","Havana (Cuba)","vol. 15|~|no. 119","1952-05-18","1952-05-18","ihc_hoy_19520518.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1546rc4/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z11g4q07","1952-05-20 (vol. 15, no. 120)","","","","ihc_hoy_19520520","Havana (Cuba)","vol. 15|~|no. 120","1952-05-20","1952-05-20","ihc_hoy_19520520.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g4q07/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1wq46kt","1952-05-22 (vol. 15, no. 121)","","","","ihc_hoy_19520522","Havana (Cuba)","vol. 15|~|no. 121","1952-05-22","1952-05-22","ihc_hoy_19520522.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq46kt/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rz3fv3","1952-05-23 (vol. 15, no. 122)","","","","ihc_hoy_19520523","Havana (Cuba)","vol. 15|~|no. 122","1952-05-23","1952-05-23","ihc_hoy_19520523.pdf","spa","text","newspapers","6 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz3fv3/manifest"
