"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1qz6dvh","1961-02-04 (vol. 23, no. 30)","","","","ihc_hoy_19610204","Havana (Cuba)","vol. 23|~|no. 30","1961-02-04","1961-02-04","ihc_hoy_19610204.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz6dvh/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1m65p5z","1961-02-05 (vol. 23, no. 31)","","","","ihc_hoy_19610205","Havana (Cuba)","vol. 23|~|no. 31","1961-02-05","1961-02-05","ihc_hoy_19610205.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m65p5z/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1gf4xcb","1961-02-07 (vol. 23, no. 32)","","","","ihc_hoy_19610207","Havana (Cuba)","vol. 23|~|no. 32","1961-02-07","1961-02-07","ihc_hoy_19610207.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf4xcb/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1bp45pf","1961-02-08 (vol. 23, no. 33)","","","","ihc_hoy_19610208","Havana (Cuba)","vol. 23|~|no. 33","1961-02-08","1961-02-08","ihc_hoy_19610208.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp45pf/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z16x3dx8","1961-02-09 (vol. 23, no. 34)","","","","ihc_hoy_19610209","Havana (Cuba)","vol. 23|~|no. 34","1961-02-09","1961-02-09","ihc_hoy_19610209.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16x3dx8/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1352p9m","1961-02-10 (vol. 23, no. 35)","","","","ihc_hoy_19610210","Havana (Cuba)","vol. 23|~|no. 35","1961-02-10","1961-02-10","ihc_hoy_19610210.pdf","spa","text","newspapers","15 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1352p9m/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1zd25t9","1961-02-11 (vol. 23, no. 36)","","","","ihc_hoy_19610211","Havana (Cuba)","vol. 23|~|no. 36","1961-02-11","1961-02-11","ihc_hoy_19610211.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zd25t9/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1tr04fd","1961-02-12 (vol. 23, no. 37)","","","","ihc_hoy_19610212","Havana (Cuba)","vol. 23|~|no. 37","1961-02-12","1961-02-12","ihc_hoy_19610212.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tr04fd/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1pz9cq4","1961-02-14 (vol. 23, no. 38)","","","","ihc_hoy_19610214","Havana (Cuba)","vol. 23|~|no. 38","1961-02-14","1961-02-14","ihc_hoy_19610214.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz9cq4/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1k68mz8","1961-02-15 (vol. 23, no. 39)","","","","ihc_hoy_19610215","Havana (Cuba)","vol. 23|~|no. 39","1961-02-15","1961-02-15","ihc_hoy_19610215.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k68mz8/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1ff7w7z","1961-02-16 (vol. 23, no. 40)","","","","ihc_hoy_19610216","Havana (Cuba)","vol. 23|~|no. 40","1961-02-16","1961-02-16","ihc_hoy_19610216.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff7w7z/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z19p74hm","1961-02-17 (vol. 23, no. 41)","","","","ihc_hoy_19610217","Havana (Cuba)","vol. 23|~|no. 41","1961-02-17","1961-02-17","ihc_hoy_19610217.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19p74hm/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z15x6ctb","1961-02-18 (vol. 23, no. 42)","","","","ihc_hoy_19610218","Havana (Cuba)","vol. 23|~|no. 42","1961-02-18","1961-02-18","ihc_hoy_19610218.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15x6ctb/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1255n3b","1961-02-19 (vol. 23, no. 43)","","","","ihc_hoy_19610219","Havana (Cuba)","vol. 23|~|no. 43","1961-02-19","1961-02-19","ihc_hoy_19610219.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1255n3b/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1xh3v2t","1961-02-21 (vol. 23, no. 44)","","","","ihc_hoy_19610221","Havana (Cuba)","vol. 23|~|no. 44","1961-02-21","1961-02-21","ihc_hoy_19610221.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xh3v2t/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1sr3391","1961-02-22 (vol. 23, no. 45)","","","","ihc_hoy_19610222","Havana (Cuba)","vol. 23|~|no. 45","1961-02-22","1961-02-22","ihc_hoy_19610222.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sr3391/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1p02bj5","1961-02-23 (vol. 23, no. 46)","","","","ihc_hoy_19610223","Havana (Cuba)","vol. 23|~|no. 46","1961-02-23","1961-02-23","ihc_hoy_19610223.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p02bj5/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1j71ks0","1961-02-24 (vol. 23, no. 47)","","","","ihc_hoy_19610224","Havana (Cuba)","vol. 23|~|no. 47","1961-02-24","1961-02-24","ihc_hoy_19610224.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j71ks0/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1dg0v34","1961-02-26 (vol. 23, no. 48)","","","","ihc_hoy_19610226","Havana (Cuba)","vol. 23|~|no. 48","1961-02-26","1961-02-26","ihc_hoy_19610226.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dg0v34/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18q03fp","1961-02-28 (vol. 23, no. 49)","","","","ihc_hoy_19610228","Havana (Cuba)","vol. 23|~|no. 49","1961-02-28","1961-02-28","ihc_hoy_19610228.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18q03fp/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1518230","1961-03-01 (vol. 23, no. 50)","","","","ihc_hoy_19610301","Havana (Cuba)","vol. 23|~|no. 50","1961-03-01","1961-03-01","ihc_hoy_19610301.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1518230/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z11879f5","1961-03-01 (vol. 23, no. 50) Segunda Edición","","","","ihc_hoy_19610301_segunda","Havana (Cuba)","vol. 23|~|no. 50","1961-03-01","1961-03-01","ihc_hoy_19610301_segunda.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11879f5/manifest"
