"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1bg6s4d","1965-03-10 (vol. 27, no. 58) Segunda Edición","","","","ihc_hoy_19650310_segunda","Havana (Cuba)","vol. 27|~|no. 58","1965-03-10","1965-03-10","ihc_hoy_19650310_segunda.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 57)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg6s4d/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z16q61b5","1965-03-11 (vol. 27, no. 59)","","","","ihc_hoy_19650311","Havana (Cuba)","vol. 27|~|no. 59","1965-03-11","1965-03-11","ihc_hoy_19650311.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 58)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q61b5/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z12z58nw","1965-03-11 (vol. 27, no. 59) Segunda Edición","","","","ihc_hoy_19650311_segunda","Havana (Cuba)","vol. 27|~|no. 59","1965-03-11","1965-03-11","ihc_hoy_19650311_segunda.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 58)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z58nw/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1z64s4g","1965-03-12 (vol. 27, no. 60)","","","","ihc_hoy_19650312","Havana (Cuba)","vol. 27|~|no. 60","1965-03-12","1965-03-12","ihc_hoy_19650312.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 59)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z64s4g/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1tf41g1","1965-03-12 (vol. 27, no. 60) Segunda Edición","","","","ihc_hoy_19650312_segunda","Havana (Cuba)","vol. 27|~|no. 60","1965-03-12","1965-03-12","ihc_hoy_19650312_segunda.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 59)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf41g1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1pp38sr","1965-03-13 (vol. 27, no. 61)","","","","ihc_hoy_19650313","Havana (Cuba)","vol. 27|~|no. 61","1965-03-13","1965-03-13","ihc_hoy_19650313.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 60)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp38sr/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1k117cq","1965-03-13 (vol. 27, no. 61) Segunda Edición","","","","ihc_hoy_19650313_segunda","Havana (Cuba)","vol. 27|~|no. 61","1965-03-13","1965-03-13","ihc_hoy_19650313_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 60)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k117cq/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1f80gn0","1965-03-14 (vol. 27, no. 62) Segunda Edición","","","","ihc_hoy_19650314_segunda","Havana (Cuba)","vol. 27|~|no. 62","1965-03-14","1965-03-14","ihc_hoy_19650314_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición. Issue number printing error (should indicate as issue 61)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f80gn0/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z19g9qxq","1965-03-16 (vol. 27, no. 63)","","","","ihc_hoy_19650316","Havana (Cuba)","vol. 27|~|no. 63","1965-03-16","1965-03-16","ihc_hoy_19650316.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 62)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g9qxq/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z15q905b","1965-03-17 (vol. 27, no. 64)","","","","ihc_hoy_19650317","Havana (Cuba)","vol. 27|~|no. 64","1965-03-17","1965-03-17","ihc_hoy_19650317.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue number printing error (should indicate as issue 63)","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q905b/manifest"
