"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1ht6rqm","1941-08-16 (vol. 04, no. 197)","","","","ihc_hoy_19410816","Havana (Cuba)","vol. 04|~|no. 197","1941-08-16","1941-08-16","ihc_hoy_19410816.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ht6rqm/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1d2612w","1941-08-17 (vol. 04, no. 198)","","","","ihc_hoy_19410817","Havana (Cuba)","vol. 04|~|no. 198","1941-08-17","1941-08-17","ihc_hoy_19410817.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d2612w/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18d3zp6","1941-08-19 (vol. 04, no. 199)","","","","ihc_hoy_19410819","Havana (Cuba)","vol. 04|~|no. 199","1941-08-19","1941-08-19","ihc_hoy_19410819.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d3zp6/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z14n370q","1941-08-20 (vol. 04, no. 200)","","","","ihc_hoy_19410820","Havana (Cuba)","vol. 04|~|no. 200","1941-08-20","1941-08-20","ihc_hoy_19410820.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14n370q/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z10w2g63","1941-08-21 (vol. 04, no. 201)","","","","ihc_hoy_19410821","Havana (Cuba)","vol. 04|~|no. 201","1941-08-21","1941-08-21","ihc_hoy_19410821.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10w2g63/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1w41zr5","1941-08-22 (vol. 04, no. 202)","","","","ihc_hoy_19410822","Havana (Cuba)","vol. 04|~|no. 202","1941-08-22","1941-08-22","ihc_hoy_19410822.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w41zr5/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rc1717","1941-08-24 (vol. 04, no. 203)","","","","ihc_hoy_19410824","Havana (Cuba)","vol. 04|~|no. 203","1941-08-24","1941-08-24","ihc_hoy_19410824.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rc1717/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1mm0gbz","1941-08-26 (vol. 04, no. 204)","","","","ihc_hoy_19410826","Havana (Cuba)","vol. 04|~|no. 204","1941-08-26","1941-08-26","ihc_hoy_19410826.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mm0gbz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1gt9qmp","1941-08-27 (vol. 04, no. 205)","","","","ihc_hoy_19410827","Havana (Cuba)","vol. 04|~|no. 205","1941-08-27","1941-08-27","ihc_hoy_19410827.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt9qmp/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1c57p8j","1941-08-28 (vol. 04, no. 206)","","","","ihc_hoy_19410828","Havana (Cuba)","vol. 04|~|no. 206","1941-08-28","1941-08-28","ihc_hoy_19410828.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c57p8j/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z17d6xmq","1941-08-29 (vol. 04, no. 207)","","","","ihc_hoy_19410829","Havana (Cuba)","vol. 04|~|no. 207","1941-08-29","1941-08-29","ihc_hoy_19410829.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d6xmq/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z13n65tg","1941-08-30 (vol. 04, no. 208)","","","","ihc_hoy_19410830","Havana (Cuba)","vol. 04|~|no. 208","1941-08-30","1941-08-30","ihc_hoy_19410830.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n65tg/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1zw5pb6","1941-08-31 (vol. 04, no. 209)","","","","ihc_hoy_19410831","Havana (Cuba)","vol. 04|~|no. 209","1941-08-31","1941-08-31","ihc_hoy_19410831.pdf","spa","text","newspapers","24 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw5pb6/manifest"
