"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1j145wf","1949-09-23 (vol. 12, no. 225)","","","","ihc_hoy_19490923","Havana (Cuba)","vol. 12|~|no. 225","1949-09-23","1949-09-23","ihc_hoy_19490923.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j145wf/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1d83f4p","1949-09-24 (vol. 12, no. 226)","","","","ihc_hoy_19490924","Havana (Cuba)","vol. 12|~|no. 226","1949-09-24","1949-09-24","ihc_hoy_19490924.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d83f4p/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18h2pdz","1949-09-25 (vol. 12, no. 227)","","","","ihc_hoy_19490925","Havana (Cuba)","vol. 12|~|no. 227","1949-09-25","1949-09-25","ihc_hoy_19490925.pdf","spa","text","newspapers","21 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18h2pdz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z14r1xqp","1949-09-27 (vol. 12, no. 228)","","","","ihc_hoy_19490927","Havana (Cuba)","vol. 12|~|no. 228","1949-09-27","1949-09-27","ihc_hoy_19490927.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14r1xqp/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1129wc0","1949-09-28 (vol. 12, no. 229)","","","","ihc_hoy_19490928","Havana (Cuba)","vol. 12|~|no. 229","1949-09-28","1949-09-28","ihc_hoy_19490928.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1129wc0/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1w99czk","1949-09-29 (vol. 12, no. 230)","","","","ihc_hoy_19490929","Havana (Cuba)","vol. 12|~|no. 230","1949-09-29","1949-09-29","ihc_hoy_19490929.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w99czk/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rj8n6t","1949-09-30 (vol. 12, no. 231)","","","","ihc_hoy_19490930","Havana (Cuba)","vol. 12|~|no. 231","1949-09-30","1949-09-30","ihc_hoy_19490930.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj8n6t/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1ms7wg3","1949-10-01 (vol. 12, no. 232)","","","","ihc_hoy_19491001","Havana (Cuba)","vol. 12|~|no. 232","1949-10-01","1949-10-01","ihc_hoy_19491001.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ms7wg3/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1h174p5","1949-10-02 (vol. 12, no. 233)","","","","ihc_hoy_19491002","Havana (Cuba)","vol. 12|~|no. 233","1949-10-02","1949-10-02","ihc_hoy_19491002.pdf","spa","text","newspapers","21 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h174p5/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1c86d09","1949-10-04 (vol. 12, no. 234)","","","","ihc_hoy_19491004","Havana (Cuba)","vol. 12|~|no. 234","1949-10-04","1949-10-04","ihc_hoy_19491004.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c86d09/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z17h5n8k","1949-10-05 (vol. 12, no. 235)","","","","ihc_hoy_19491005","Havana (Cuba)","vol. 12|~|no. 235","1949-10-05","1949-10-05","ihc_hoy_19491005.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h5n8k/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z13v3kw8","1949-10-06 (vol. 12, no. 236)","","","","ihc_hoy_19491006","Havana (Cuba)","vol. 12|~|no. 236","1949-10-06","1949-10-06","ihc_hoy_19491006.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v3kw8/manifest"
