"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1xh3tpg","1943-04-08 (vol. 06, no. 84)","","","","ihc_hoy_19430408","Havana (Cuba)","vol. 06|~|no. 84","1943-04-08","1943-04-08","ihc_hoy_19430408.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xh3tpg/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1sr32w7","1943-04-09 (vol. 06, no. 85)","","","","ihc_hoy_19430409","Havana (Cuba)","vol. 06|~|no. 85","1943-04-09","1943-04-09","ihc_hoy_19430409.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sr32w7/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1p02b4s","1943-04-10 (vol. 06, no. 86)","","","","ihc_hoy_19430410","Havana (Cuba)","vol. 06|~|no. 86","1943-04-10","1943-04-10","ihc_hoy_19430410.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p02b4s/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1j71kcm","1943-04-11 (vol. 06, no. 87)","","","","ihc_hoy_19430411","Havana (Cuba)","vol. 06|~|no. 87","1943-04-11","1943-04-11","ihc_hoy_19430411.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j71kcm/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1dg0tqs","1943-04-13 (vol. 06, no. 88)","","","","ihc_hoy_19430413","Havana (Cuba)","vol. 06|~|no. 88","1943-04-13","1943-04-13","ihc_hoy_19430413.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dg0tqs/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z18s8sd7","1943-04-14 (vol. 06, no. 89)","","","","ihc_hoy_19430414","Havana (Cuba)","vol. 06|~|no. 89","1943-04-14","1943-04-14","ihc_hoy_19430414.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18s8sd7/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z15181qn","1943-04-15 (vol. 06, no. 90)","","","","ihc_hoy_19430415","Havana (Cuba)","vol. 06|~|no. 90","1943-04-15","1943-04-15","ihc_hoy_19430415.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15181qn/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z118791s","1943-04-16 (vol. 06, no. 91)","","","","ihc_hoy_19430416","Havana (Cuba)","vol. 06|~|no. 91","1943-04-16","1943-04-16","ihc_hoy_19430416.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz118791s/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1wh6sg6","1943-04-17 (vol. 06, no. 92)","","","","ihc_hoy_19430417","Havana (Cuba)","vol. 06|~|no. 92","1943-04-17","1943-04-17","ihc_hoy_19430417.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wh6sg6/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rr61pz","1943-04-18 (vol. 06, no. 93)","","","","ihc_hoy_19430418","Havana (Cuba)","vol. 06|~|no. 93","1943-04-18","1943-04-18","ihc_hoy_19430418.pdf","spa","text","newspapers","16 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr61pz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1n0590d","1943-04-20 (vol. 06, no. 94)","","","","ihc_hoy_19430420","Havana (Cuba)","vol. 06|~|no. 94","1943-04-20","1943-04-20","ihc_hoy_19430420.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n0590d/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1h74j8p","1943-04-21 (vol. 06, no. 95)","","","","ihc_hoy_19430421","Havana (Cuba)","vol. 06|~|no. 95","1943-04-21","1943-04-21","ihc_hoy_19430421.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h74j8p/manifest"
