"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1b31xvs","1944-11-18 (vol. 07, no. 275)","","","","ihc_hoy_19441118","Havana (Cuba)","vol. 07|~|no. 275","1944-11-18","1944-11-18","ihc_hoy_19441118.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b31xvs/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z16d9whs","1944-11-19 (vol. 07, no. 276)","","","","ihc_hoy_19441119","Havana (Cuba)","vol. 07|~|no. 276","1944-11-19","1944-11-19","ihc_hoy_19441119.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d9whs/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z12n94sf","1944-11-21 (vol. 07, no. 277)","","","","ihc_hoy_19441121","Havana (Cuba)","vol. 07|~|no. 277","1944-11-21","1944-11-21","ihc_hoy_19441121.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n94sf/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1xw8nc2","1944-11-22 (vol. 07, no. 278)","","","","ihc_hoy_19441122","Havana (Cuba)","vol. 07|~|no. 278","1944-11-22","1944-11-22","ihc_hoy_19441122.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw8nc2/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1t47wnn","1944-11-23 (vol. 07, no. 279)","","","","ihc_hoy_19441123","Havana (Cuba)","vol. 07|~|no. 279","1944-11-23","1944-11-23","ihc_hoy_19441123.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t47wnn/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1pc74x9","1944-11-24 (vol. 07, no. 280)","","","","ihc_hoy_19441124","Havana (Cuba)","vol. 07|~|no. 280","1944-11-24","1944-11-24","ihc_hoy_19441124.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc74x9/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1jm6d5j","1944-11-25 (vol. 07, no. 281)","","","","ihc_hoy_19441125","Havana (Cuba)","vol. 07|~|no. 281","1944-11-25","1944-11-25","ihc_hoy_19441125.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm6d5j/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1dv5nft","1944-11-26 (vol. 07, no. 282)","","","","ihc_hoy_19441126","Havana (Cuba)","vol. 07|~|no. 282","1944-11-26","1944-11-26","ihc_hoy_19441126.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv5nft/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1963m27","1944-11-28 (vol. 07, no. 283)","","","","ihc_hoy_19441128","Havana (Cuba)","vol. 07|~|no. 283","1944-11-28","1944-11-28","ihc_hoy_19441128.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1963m27/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z15f2vdd","1944-11-29 (vol. 07, no. 284)","","","","ihc_hoy_19441129","Havana (Cuba)","vol. 07|~|no. 284","1944-11-29","1944-11-29","ihc_hoy_19441129.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f2vdd/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z11p23p2","1944-11-30 (vol. 07, no. 285)","","","","ihc_hoy_19441130","Havana (Cuba)","vol. 07|~|no. 285","1944-11-30","1944-11-30","ihc_hoy_19441130.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p23p2/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1wx1m8p","1944-12-01 (vol. 07, no. 286)","","","","ihc_hoy_19441201","Havana (Cuba)","vol. 07|~|no. 286","1944-12-01","1944-12-01","ihc_hoy_19441201.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wx1m8p/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1s50vht","1944-12-02 (vol. 07, no. 287)","","","","ihc_hoy_19441202","Havana (Cuba)","vol. 07|~|no. 287","1944-12-02","1944-12-02","ihc_hoy_19441202.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s50vht/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1nd03qk","1944-12-03 (vol. 07, no. 288)","","","","ihc_hoy_19441203","Havana (Cuba)","vol. 07|~|no. 288","1944-12-03","1944-12-03","ihc_hoy_19441203.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nd03qk/manifest"
