"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z14b73z1","1948-02-06 (vol. 11, no. 32)","","","","ihc_hoy_19480206","Havana (Cuba)","vol. 11|~|no. 32","1948-02-06","1948-02-06","ihc_hoy_19480206.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b73z1/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z10p52pg","1948-02-07 (vol. 11, no. 33)","","","","ihc_hoy_19480207","Havana (Cuba)","vol. 11|~|no. 33","1948-02-07","1948-02-07","ihc_hoy_19480207.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p52pg/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1vx4k66","1948-02-08 (vol. 11, no. 34)","","","","ihc_hoy_19480208","Havana (Cuba)","vol. 11|~|no. 34","1948-02-08","1948-02-08","ihc_hoy_19480208.pdf","spa","text","newspapers","21 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx4k66/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1r53tdw","1948-02-10 (vol. 11, no. 35)","","","","ihc_hoy_19480210","Havana (Cuba)","vol. 11|~|no. 35","1948-02-10","1948-02-10","ihc_hoy_19480210.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r53tdw/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1md32pj","1948-02-11 (vol. 11, no. 36)","","","","ihc_hoy_19480211","Havana (Cuba)","vol. 11|~|no. 36","1948-02-11","1948-02-11","ihc_hoy_19480211.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md32pj/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1gn29xc","1948-02-12 (vol. 11, no. 37)","","","","ihc_hoy_19480212","Havana (Cuba)","vol. 11|~|no. 37","1948-02-12","1948-02-12","ihc_hoy_19480212.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn29xc/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1bw1k9d","1948-02-13 (vol. 11, no. 38)","","","","ihc_hoy_19480213","Havana (Cuba)","vol. 11|~|no. 38","1948-02-13","1948-02-13","ihc_hoy_19480213.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw1k9d/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1740tk0","1948-02-14 (vol. 11, no. 39)","","","","ihc_hoy_19480214","Havana (Cuba)","vol. 11|~|no. 39","1948-02-14","1948-02-14","ihc_hoy_19480214.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1740tk0/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z13f8s9w","1948-02-15 (vol. 11, no. 40)","","","","ihc_hoy_19480215","Havana (Cuba)","vol. 11|~|no. 40","1948-02-15","1948-02-15","ihc_hoy_19480215.pdf","spa","text","newspapers","21 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f8s9w/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1zp88s4","1948-02-17 (vol. 11, no. 41)","","","","ihc_hoy_19480217","Havana (Cuba)","vol. 11|~|no. 41","1948-02-17","1948-02-17","ihc_hoy_19480217.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp88s4/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1tx7j1c","1948-02-18 (vol. 11, no. 42)","","","","ihc_hoy_19480218","Havana (Cuba)","vol. 11|~|no. 42","1948-02-18","1948-02-18","ihc_hoy_19480218.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx7j1c/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1q56s8h","1948-02-19 (vol. 11, no. 43)","","","","ihc_hoy_19480219","Havana (Cuba)","vol. 11|~|no. 43","1948-02-19","1948-02-19","ihc_hoy_19480219.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q56s8h/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1kd61j5","1948-02-20 (vol. 11, no. 44)","","","","ihc_hoy_19480220","Havana (Cuba)","vol. 11|~|no. 44","1948-02-20","1948-02-20","ihc_hoy_19480220.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd61j5/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1fn58vw","1948-02-21 (vol. 11, no. 45)","","","","ihc_hoy_19480221","Havana (Cuba)","vol. 11|~|no. 45","1948-02-21","1948-02-21","ihc_hoy_19480221.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn58vw/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z19w4j51","1948-02-22 (vol. 11, no. 46)","","","","ihc_hoy_19480222","Havana (Cuba)","vol. 11|~|no. 46","1948-02-22","1948-02-22","ihc_hoy_19480222.pdf","spa","text","newspapers","21 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w4j51/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1672gvx","1948-02-24 (vol. 11, no. 47)","","","","ihc_hoy_19480224","Havana (Cuba)","vol. 11|~|no. 47","1948-02-24","1948-02-24","ihc_hoy_19480224.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1672gvx/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z12g1r35","1948-02-26 (vol. 11, no. 48)","","","","ihc_hoy_19480226","Havana (Cuba)","vol. 11|~|no. 48","1948-02-26","1948-02-26","ihc_hoy_19480226.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12g1r35/manifest"
