"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1g48sks","1938-04-30 (vol. 01)","","","","ihc_hoy_19380430","Havana (Cuba)","","1938-04-30","1938-04-30","ihc_hoy_19380430.pdf","spa","text","newspapers","7 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí. Scan contains pages from 16 May.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g48sks/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1bc81t0","1938-05-16 (vol. 01, no. 01)","","","","ihc_hoy_19380516","Havana (Cuba)","vol. 01|~|no. 01","1938-05-16","1938-05-16","ihc_hoy_19380516.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc81t0/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z16m795k","1938-05-17 (vol. 01, no. 02)","","","","ihc_hoy_19380517","Havana (Cuba)","vol. 01|~|no. 02","1938-05-17","1938-05-17","ihc_hoy_19380517.pdf","spa","text","newspapers","9 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m795k/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z12v6jfv","1938-05-18 (vol. 01, no. 03)","","","","ihc_hoy_19380518","Havana (Cuba)","vol. 01|~|no. 03","1938-05-18","1938-05-18","ihc_hoy_19380518.pdf","spa","text","newspapers","9 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v6jfv/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1z3620q","1938-05-19 (vol. 01, no. 04)","","","","ihc_hoy_19380519","Havana (Cuba)","vol. 01|~|no. 04","1938-05-19","1938-05-19","ihc_hoy_19380519.pdf","spa","text","newspapers","8 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí. Scan contains pages from 18 May.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z3620q/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1tb5963","1938-05-20 (vol. 01, no. 05)","","","","ihc_hoy_19380520","Havana (Cuba)","vol. 01|~|no. 05","1938-05-20","1938-05-20","ihc_hoy_19380520.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí. Scan contains pages from 19 May.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tb5963/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1pk4jgc","1938-05-21 (vol. 01, no. 06)","","","","ihc_hoy_19380521","Havana (Cuba)","vol. 01|~|no. 06","1938-05-21","1938-05-21","ihc_hoy_19380521.pdf","spa","text","newspapers","11 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí. Scan contains pages from 20 May.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pk4jgc/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1jx2h5c","1938-05-23 (vol. 01, no. 07)","","","","ihc_hoy_19380523","Havana (Cuba)","vol. 01|~|no. 07","1938-05-23","1938-05-23","ihc_hoy_19380523.pdf","spa","text","newspapers","9 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx2h5c/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1f51rfz","1938-05-24 (vol. 01, no. 08)","","","","ihc_hoy_19380524","Havana (Cuba)","vol. 01|~|no. 08","1938-05-24","1938-05-24","ihc_hoy_19380524.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f51rfz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z19d10r2","1938-05-25 (vol. 01, no. 09)","","","","ihc_hoy_19380525","Havana (Cuba)","vol. 01|~|no. 09","1938-05-25","1938-05-25","ihc_hoy_19380525.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19d10r2/manifest"
