"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z14j4j2p","1962-05-17 (vol. 24, no. 114)","","","","ihc_hoy_19620517","Havana (Cuba)","vol. 24|~|no. 114","1962-05-17","1962-05-17","ihc_hoy_19620517.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14j4j2p/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z10s3sbz","1962-05-17 (vol. 24, no. 114) Segunda Edición","","","","ihc_hoy_19620517_segunda","Havana (Cuba)","vol. 24|~|no. 114","1962-05-17","1962-05-17","ihc_hoy_19620517_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s3sbz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1w138wd","1962-05-18 (vol. 24, no. 115)","","","","ihc_hoy_19620518","Havana (Cuba)","vol. 24|~|no. 115","1962-05-18","1962-05-18","ihc_hoy_19620518.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w138wd/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1rc17jz","1962-05-18 (vol. 24, no. 115) Segunda Edición","","","","ihc_hoy_19620518_segunda","Havana (Cuba)","vol. 24|~|no. 115","1962-05-18","1962-05-18","ihc_hoy_19620518_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rc17jz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1mm0gw4","1962-05-19 (vol. 24, no. 116)","","","","ihc_hoy_19620519","Havana (Cuba)","vol. 24|~|no. 116","1962-05-19","1962-05-19","ihc_hoy_19620519.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mm0gw4/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1gt9r4t","1962-05-19 (vol. 24, no. 116) Segunda Edición","","","","ihc_hoy_19620519_segunda","Havana (Cuba)","vol. 24|~|no. 116","1962-05-19","1962-05-19","ihc_hoy_19620519_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt9r4t/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1c290cb","1962-05-20 (vol. 24, no. 117)","","","","ihc_hoy_19620520","Havana (Cuba)","vol. 24|~|no. 117","1962-05-20","1962-05-20","ihc_hoy_19620520.pdf","spa","text","newspapers","17 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c290cb/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z17987kq","1962-05-22 (vol. 24, no. 118) Segunda Edición","","","","ihc_hoy_19620522_segunda","Havana (Cuba)","vol. 24|~|no. 118","1962-05-22","1962-05-22","ihc_hoy_19620522_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Segunda edición","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17987kq/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z13j7gwf","1962-05-23 (vol. 24, no. 119)","","","","ihc_hoy_19620523","Havana (Cuba)","vol. 24|~|no. 119","1962-05-23","1962-05-23","ihc_hoy_19620523.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13j7gwf/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1zs70f0","1962-05-23 (vol. 24, no. 119) Segunda Edición","","","","ihc_hoy_19620523_segunda","Havana (Cuba)","vol. 24|~|no. 119","1962-05-23","1962-05-23","ihc_hoy_19620523_segunda.pdf","spa","text","newspapers","10 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.|~|Issue is not labeled as a segunda edición in the header, but it has elements that differ from the other issue released that day.  ","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs70f0/manifest"
