"Object Type","File Name","Parent ARK","Item ARK","Title","Creator","Contributor","Publisher","local ID","Publisher.place","volume | issue","Date.creatd","Date.created (single)","File_name","Language | code","TypeOfResource","Genre","PhysicalDescription.extent","Institution/Repository","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Note.content","Subject.topic","IIIF Manifest URL"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1478d7p","1939-12-22 (vol. 02, no. 301)","","","","ihc_hoy_19391222","Havana (Cuba)","vol. 02|~|no. 301","1939-12-22","1939-12-22","ihc_hoy_19391222.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1478d7p/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z10g7nhz","1939-12-23 (vol. 02, no. 302)","","","","ihc_hoy_19391223","Havana (Cuba)","vol. 02|~|no. 302","1939-12-23","1939-12-23","ihc_hoy_19391223.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g7nhz/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1vq750m","1939-12-24 (vol. 02, no. 303)","","","","ihc_hoy_19391224","Havana (Cuba)","vol. 02|~|no. 303","1939-12-24","1939-12-24","ihc_hoy_19391224.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq750m/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1qz6d9b","1939-12-26 (vol. 02, no. 304)","","","","ihc_hoy_19391226","Havana (Cuba)","vol. 02|~|no. 304","1939-12-26","1939-12-26","ihc_hoy_19391226.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz6d9b/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1m65nmc","1939-12-28 (vol. 02, no. 305)","","","","ihc_hoy_19391228","Havana (Cuba)","vol. 02|~|no. 305","1939-12-28","1939-12-28","ihc_hoy_19391228.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m65nmc/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1gf4wv6","1939-12-29 (vol. 02, no. 306)","","","","ihc_hoy_19391229","Havana (Cuba)","vol. 02|~|no. 306","1939-12-29","1939-12-29","ihc_hoy_19391229.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf4wv6/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1bs2vg9","1939-12-30 (vol. 02, no. 307)","","","","ihc_hoy_19391230","Havana (Cuba)","vol. 02|~|no. 307","1939-12-30","1939-12-30","ihc_hoy_19391230.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs2vg9/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z17123sq","1939-12-31 (vol. 02, no. 308)","","","","ihc_hoy_19391231","Havana (Cuba)","vol. 02|~|no. 308","1939-12-31","1939-12-31","ihc_hoy_19391231.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17123sq/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1381c1z","1940-01-02 (vol. 01, no. 309)","","","","ihc_hoy_19400102","Havana (Cuba)","vol. 01|~|no. 309","1940-01-02","1940-01-02","ihc_hoy_19400102.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1381c1z/manifest"
"Work","","ark:/21198/z13r9ncm","ark:/21198/z1zh0vkq","1940-01-03 (vol. 01, no. 310)","","","","ihc_hoy_19400103","Havana (Cuba)","vol. 01|~|no. 310","1940-01-03","1940-01-03","ihc_hoy_19400103.pdf","spa","text","newspapers","12 pages; digitized microfilm","Instituto de Historia de Cuba","unknown","published","http://www.ihc.cu/, webmaster@ihc.cu","Microfilm was digitized by Instituto de Historia de Cuba. Physical microfilm is located at Biblioteca Nacional de Cuba José Martí.","Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zh0vkq/manifest"
